Detailed,,,,,,,,,
 ==================== ,,,,,,,,,
Variable,Value,Unit,Category,Channel,Collection,Image,Surpass Object,Time,ID
Intensity Median,6.996,,Surface,5,,Image 1,Surface contact Area - cd68,1,53
Intensity Median,0.00025,,Surface,6,,Image 1,Surface contact Area - cd68,1,53
Intensity Median,2.996,,Surface,7,,Image 1,Surface contact Area - cd68,1,53
Intensity Median,0.00025,,Surface,1,,Image 1,Surface contact Area - cd68,1,54
Intensity Median,3.998,,Surface,2,,Image 1,Surface contact Area - cd68,1,54
Intensity Median,0.002,,Surface,3,,Image 1,Surface contact Area - cd68,1,54
Intensity Median,9.5,,Surface,4,,Image 1,Surface contact Area - cd68,1,54
Intensity Median,9.5,,Surface,5,,Image 1,Surface contact Area - cd68,1,54
Intensity Median,0.00025,,Surface,6,,Image 1,Surface contact Area - cd68,1,54
Intensity Median,3.998,,Surface,7,,Image 1,Surface contact Area - cd68,1,54
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,0
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,0
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,0
Intensity Min,9,,Surface,4,,Image 1,Surface contact Area - cd68,1,0
Intensity Min,9,,Surface,5,,Image 1,Surface contact Area - cd68,1,0
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,0
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,0
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,1
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,1
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,1
Intensity Min,3,,Surface,4,,Image 1,Surface contact Area - cd68,1,1
Intensity Min,3,,Surface,5,,Image 1,Surface contact Area - cd68,1,1
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,1
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,1
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,2
Intensity Min,6,,Surface,2,,Image 1,Surface contact Area - cd68,1,2
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,2
Intensity Min,21,,Surface,4,,Image 1,Surface contact Area - cd68,1,2
Intensity Min,21,,Surface,5,,Image 1,Surface contact Area - cd68,1,2
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,2
Intensity Min,6,,Surface,7,,Image 1,Surface contact Area - cd68,1,2
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,3
Intensity Min,4,,Surface,2,,Image 1,Surface contact Area - cd68,1,3
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,3
Intensity Min,4,,Surface,4,,Image 1,Surface contact Area - cd68,1,3
Intensity Min,4,,Surface,5,,Image 1,Surface contact Area - cd68,1,3
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,3
Intensity Min,4,,Surface,7,,Image 1,Surface contact Area - cd68,1,3
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,4
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,4
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,4
Intensity Min,3,,Surface,4,,Image 1,Surface contact Area - cd68,1,4
Intensity Min,3,,Surface,5,,Image 1,Surface contact Area - cd68,1,4
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,4
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,4
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,5
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,5
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,5
Intensity Min,5,,Surface,4,,Image 1,Surface contact Area - cd68,1,5
Intensity Min,5,,Surface,5,,Image 1,Surface contact Area - cd68,1,5
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,5
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,5
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,6
Intensity Min,2,,Surface,2,,Image 1,Surface contact Area - cd68,1,6
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,6
Intensity Min,5,,Surface,4,,Image 1,Surface contact Area - cd68,1,6
Intensity Min,5,,Surface,5,,Image 1,Surface contact Area - cd68,1,6
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,6
Intensity Min,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,6
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,7
Intensity Min,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,7
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,7
Intensity Min,11,,Surface,4,,Image 1,Surface contact Area - cd68,1,7
Intensity Min,11,,Surface,5,,Image 1,Surface contact Area - cd68,1,7
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,7
Intensity Min,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,7
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,8
Intensity Min,2,,Surface,2,,Image 1,Surface contact Area - cd68,1,8
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,8
Intensity Min,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,8
Intensity Min,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,8
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,8
Intensity Min,2,,Surface,7,,Image 1,Surface contact Area - cd68,1,8
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,9
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,9
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,9
Intensity Min,6,,Surface,4,,Image 1,Surface contact Area - cd68,1,9
Intensity Min,6,,Surface,5,,Image 1,Surface contact Area - cd68,1,9
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,9
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,9
Intensity Min,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,10
Intensity Min,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,10
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,10
Intensity Min,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,10
Intensity Min,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,10
Intensity Min,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,10
Intensity Min,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,10
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,11
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,11
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,11
Intensity Min,8,,Surface,4,,Image 1,Surface contact Area - cd68,1,11
Intensity Min,8,,Surface,5,,Image 1,Surface contact Area - cd68,1,11
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,11
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,11
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,12
Intensity Min,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,12
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,12
Intensity Min,9,,Surface,4,,Image 1,Surface contact Area - cd68,1,12
Intensity Min,9,,Surface,5,,Image 1,Surface contact Area - cd68,1,12
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,12
Intensity Min,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,12
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,13
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,13
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,13
Intensity Min,5,,Surface,4,,Image 1,Surface contact Area - cd68,1,13
Intensity Min,5,,Surface,5,,Image 1,Surface contact Area - cd68,1,13
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,13
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,13
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,14
Intensity Min,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,14
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,14
Intensity Min,9,,Surface,4,,Image 1,Surface contact Area - cd68,1,14
Intensity Min,9,,Surface,5,,Image 1,Surface contact Area - cd68,1,14
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,14
Intensity Min,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,14
Intensity Min,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,15
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,15
Intensity Min,4,,Surface,3,,Image 1,Surface contact Area - cd68,1,15
Intensity Min,11,,Surface,4,,Image 1,Surface contact Area - cd68,1,15
Intensity Min,11,,Surface,5,,Image 1,Surface contact Area - cd68,1,15
Intensity Min,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,15
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,15
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,16
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,16
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,16
Intensity Min,9,,Surface,4,,Image 1,Surface contact Area - cd68,1,16
Intensity Min,9,,Surface,5,,Image 1,Surface contact Area - cd68,1,16
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,16
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,16
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,17
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,17
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,17
Intensity Min,4,,Surface,4,,Image 1,Surface contact Area - cd68,1,17
Intensity Min,4,,Surface,5,,Image 1,Surface contact Area - cd68,1,17
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,17
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,17
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,18
Intensity Min,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,18
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,18
Intensity Min,11,,Surface,4,,Image 1,Surface contact Area - cd68,1,18
Intensity Min,11,,Surface,5,,Image 1,Surface contact Area - cd68,1,18
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,18
Intensity Min,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,18
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,19
Intensity Min,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,19
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,19
Intensity Min,3,,Surface,4,,Image 1,Surface contact Area - cd68,1,19
Intensity Min,3,,Surface,5,,Image 1,Surface contact Area - cd68,1,19
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,19
Intensity Min,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,19
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,20
Intensity Min,3,,Surface,2,,Image 1,Surface contact Area - cd68,1,20
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,20
Intensity Min,12,,Surface,4,,Image 1,Surface contact Area - cd68,1,20
Intensity Min,12,,Surface,5,,Image 1,Surface contact Area - cd68,1,20
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,20
Intensity Min,3,,Surface,7,,Image 1,Surface contact Area - cd68,1,20
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,21
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,21
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,21
Intensity Min,4,,Surface,4,,Image 1,Surface contact Area - cd68,1,21
Intensity Min,4,,Surface,5,,Image 1,Surface contact Area - cd68,1,21
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,21
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,21
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,22
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,22
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,22
Intensity Min,6,,Surface,4,,Image 1,Surface contact Area - cd68,1,22
Intensity Min,6,,Surface,5,,Image 1,Surface contact Area - cd68,1,22
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,22
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,22
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,23
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,23
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,23
Intensity Min,5,,Surface,4,,Image 1,Surface contact Area - cd68,1,23
Intensity Min,5,,Surface,5,,Image 1,Surface contact Area - cd68,1,23
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,23
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,23
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,24
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,24
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,24
Intensity Min,14,,Surface,4,,Image 1,Surface contact Area - cd68,1,24
Intensity Min,14,,Surface,5,,Image 1,Surface contact Area - cd68,1,24
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,24
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,24
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,25
Intensity Min,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,25
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,25
Intensity Min,3,,Surface,4,,Image 1,Surface contact Area - cd68,1,25
Intensity Min,3,,Surface,5,,Image 1,Surface contact Area - cd68,1,25
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,25
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,25
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,26
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,26
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,26
Intensity Min,13,,Surface,4,,Image 1,Surface contact Area - cd68,1,26
Intensity Min,13,,Surface,5,,Image 1,Surface contact Area - cd68,1,26
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,26
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,26
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,27
Intensity Min,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,27
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,27
Intensity Min,7,,Surface,4,,Image 1,Surface contact Area - cd68,1,27
Intensity Min,7,,Surface,5,,Image 1,Surface contact Area - cd68,1,27
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,27
Intensity Min,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,27
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,28
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,28
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,28
Intensity Min,9,,Surface,4,,Image 1,Surface contact Area - cd68,1,28
Intensity Min,9,,Surface,5,,Image 1,Surface contact Area - cd68,1,28
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,28
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,28
Intensity Min,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,29
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,29
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,29
Intensity Min,45,,Surface,4,,Image 1,Surface contact Area - cd68,1,29
Intensity Min,45,,Surface,5,,Image 1,Surface contact Area - cd68,1,29
Intensity Min,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,29
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,29
Intensity Min,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,30
Intensity Min,2,,Surface,2,,Image 1,Surface contact Area - cd68,1,30
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,30
Intensity Min,30,,Surface,4,,Image 1,Surface contact Area - cd68,1,30
Intensity Min,30,,Surface,5,,Image 1,Surface contact Area - cd68,1,30
Intensity Min,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,30
Intensity Min,2,,Surface,7,,Image 1,Surface contact Area - cd68,1,30
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,31
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,31
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,31
Intensity Min,4,,Surface,4,,Image 1,Surface contact Area - cd68,1,31
Intensity Min,4,,Surface,5,,Image 1,Surface contact Area - cd68,1,31
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,31
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,31
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,32
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,32
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,32
Intensity Min,7,,Surface,4,,Image 1,Surface contact Area - cd68,1,32
Intensity Min,7,,Surface,5,,Image 1,Surface contact Area - cd68,1,32
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,32
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,32
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,33
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,33
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,33
Intensity Min,3,,Surface,4,,Image 1,Surface contact Area - cd68,1,33
Intensity Min,3,,Surface,5,,Image 1,Surface contact Area - cd68,1,33
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,33
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,33
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,34
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,34
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,34
Intensity Min,1,,Surface,4,,Image 1,Surface contact Area - cd68,1,34
Intensity Min,1,,Surface,5,,Image 1,Surface contact Area - cd68,1,34
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,34
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,34
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,35
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,35
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,35
Intensity Min,4,,Surface,4,,Image 1,Surface contact Area - cd68,1,35
Intensity Min,4,,Surface,5,,Image 1,Surface contact Area - cd68,1,35
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,35
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,35
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,36
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,36
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,36
Intensity Min,1,,Surface,4,,Image 1,Surface contact Area - cd68,1,36
Intensity Min,1,,Surface,5,,Image 1,Surface contact Area - cd68,1,36
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,36
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,36
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,37
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,37
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,37
Intensity Min,3,,Surface,4,,Image 1,Surface contact Area - cd68,1,37
Intensity Min,3,,Surface,5,,Image 1,Surface contact Area - cd68,1,37
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,37
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,37
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,38
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,38
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,38
Intensity Min,5,,Surface,4,,Image 1,Surface contact Area - cd68,1,38
Intensity Min,5,,Surface,5,,Image 1,Surface contact Area - cd68,1,38
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,38
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,38
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,39
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,39
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,39
Intensity Min,16,,Surface,4,,Image 1,Surface contact Area - cd68,1,39
Intensity Min,16,,Surface,5,,Image 1,Surface contact Area - cd68,1,39
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,39
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,39
Intensity Min,1,,Surface,1,,Image 1,Surface contact Area - cd68,1,40
Intensity Min,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,40
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,40
Intensity Min,26,,Surface,4,,Image 1,Surface contact Area - cd68,1,40
Intensity Min,26,,Surface,5,,Image 1,Surface contact Area - cd68,1,40
Intensity Min,1,,Surface,6,,Image 1,Surface contact Area - cd68,1,40
Intensity Min,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,40
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,41
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,41
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,41
Intensity Min,1,,Surface,4,,Image 1,Surface contact Area - cd68,1,41
Intensity Min,1,,Surface,5,,Image 1,Surface contact Area - cd68,1,41
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,41
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,41
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,42
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,42
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,42
Intensity Min,4,,Surface,4,,Image 1,Surface contact Area - cd68,1,42
Intensity Min,4,,Surface,5,,Image 1,Surface contact Area - cd68,1,42
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,42
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,42
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,43
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,43
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,43
Intensity Min,2,,Surface,4,,Image 1,Surface contact Area - cd68,1,43
Intensity Min,2,,Surface,5,,Image 1,Surface contact Area - cd68,1,43
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,43
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,43
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,44
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,44
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,44
Intensity Min,2,,Surface,4,,Image 1,Surface contact Area - cd68,1,44
Intensity Min,2,,Surface,5,,Image 1,Surface contact Area - cd68,1,44
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,44
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,44
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,45
Intensity Min,1,,Surface,2,,Image 1,Surface contact Area - cd68,1,45
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,45
Intensity Min,1,,Surface,4,,Image 1,Surface contact Area - cd68,1,45
Intensity Min,1,,Surface,5,,Image 1,Surface contact Area - cd68,1,45
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,45
Intensity Min,1,,Surface,7,,Image 1,Surface contact Area - cd68,1,45
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,46
Intensity Min,3,,Surface,2,,Image 1,Surface contact Area - cd68,1,46
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,46
Intensity Min,7,,Surface,4,,Image 1,Surface contact Area - cd68,1,46
Intensity Min,7,,Surface,5,,Image 1,Surface contact Area - cd68,1,46
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,46
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,46
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,47
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,47
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,47
Intensity Min,5,,Surface,4,,Image 1,Surface contact Area - cd68,1,47
Intensity Min,5,,Surface,5,,Image 1,Surface contact Area - cd68,1,47
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,47
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,47
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,48
Intensity Min,2,,Surface,2,,Image 1,Surface contact Area - cd68,1,48
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,48
Intensity Min,11,,Surface,4,,Image 1,Surface contact Area - cd68,1,48
Intensity Min,11,,Surface,5,,Image 1,Surface contact Area - cd68,1,48
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,48
Intensity Min,2,,Surface,7,,Image 1,Surface contact Area - cd68,1,48
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,49
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,49
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,49
Intensity Min,4,,Surface,4,,Image 1,Surface contact Area - cd68,1,49
Intensity Min,4,,Surface,5,,Image 1,Surface contact Area - cd68,1,49
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,49
Intensity Min,0,,Surface,7,,Image 1,Surface contact Area - cd68,1,49
Intensity Min,0,,Surface,1,,Image 1,Surface contact Area - cd68,1,50
Intensity Min,0,,Surface,2,,Image 1,Surface contact Area - cd68,1,50
Intensity Min,0,,Surface,3,,Image 1,Surface contact Area - cd68,1,50
Intensity Min,1,,Surface,4,,Image 1,Surface contact Area - cd68,1,50
Intensity Min,1,,Surface,5,,Image 1,Surface contact Area - cd68,1,50
Intensity Min,0,,Surface,6,,Image 1,Surface contact Area - cd68,1,50
